SpellID,Name,Type,CastTime,Duration,RecastDelay,Damage,DamageType,Icon,ClientEffect
1523,"Angelic Coordination",DexterityQuicknessBuff,3.0,0,0,0.0,0,1523,1523
1524,"Dexterity of the Archangel",DexterityQuicknessBuff,3.0,0,0,0.0,0,1524,1524
1525,"Agility of the Archangel",DexterityQuicknessBuff,3.0,0,0,0.0,0,1525,1525
1526,"Coordination of the Archangel",DexterityQuicknessBuff,3.0,0,0,0.0,0,1526,1526
1531,Renewal,HealthRegenBuff,3.0,0,0,0.0,0,1531,1531
1532,Regeneration,HealthRegenBuff,3.0,0,0,0.0,0,1532,1532
1533,Revitalization,HealthRegenBuff,3.0,0,0,0.0,0,1533,1533
1534,"Heavenly Infusion",HealthRegenBuff,3.0,0,0,0.0,0,1534,1534
1535,"Acuity of the Seer",AcuityBuff,3.0,0,0,0.0,0,1535,1535
1536,"Acuity of the Prophet",AcuityBuff,3.0,0,0,0.0,0,1536,1536
1537,"Acuity of the Sage",AcuityBuff,3.0,0,0,0.0,0,1537,1537
1538,"Acuity of the Magi",AcuityBuff,3.0,0,0,0.0,0,1538,1538
1541,"Spiritual Shield",SpiritResistBuff,3.0,1200,0,0.0,0,1541,1541
1542,"Spiritual Guard",SpiritResistBuff,3.0,1200,0,0.0,0,1542,1542
1543,"Spiritual Barrier",SpiritResistBuff,3.0,1200,0,0.0,0,1543,1543
1544,"Energy Shield",EnergyResistBuff,3.0,1200,0,0.0,0,1544,1544
1545,"Energy Guard",EnergyResistBuff,3.0,1200,0,0.0,0,1545,1545
1546,"Energy Barrier",EnergyResistBuff,3.0,1200,0,0.0,0,1546,1546
1547,"Shield of Health",BodyResistBuff,3.0,1200,0,0.0,0,1547,1547
1548,"Guard of Health",BodyResistBuff,3.0,1200,0,0.0,0,1548,1548
1549,"Barrier of Health",BodyResistBuff,3.0,1200,0,0.0,0,1549,1549
1560,"Strength From Adversity",DefensiveProc,3.0,1200,0,0.0,0,1560,1560
1561,"Test of Faith",DefensiveProc,3.0,1200,0,0.0,0,1561,1561
1562,"Trial By Fire",DefensiveProc,3.0,1200,0,0.0,0,1562,1562
1563,"Strength From Adversity Proc",Heal,0.0,0,0,0.0,0,1563,1563
1564,"Test of Faith Proc",Heal,0.0,0,0,0.0,0,1564,1564
1565,"Trial by Fire Proc",Heal,0.0,0,0,0.0,0,1565,1565
1566,"Refiner's Strength",MeleeDamageBuff,2.0,1200,0,0.0,10,1566,1566
1567,"Purifying Strength",MeleeDamageBuff,2.0,1200,0,0.0,10,1567,1567
1568,Mercybringer,MeleeDamageBuff,2.0,1200,0,0.0,10,1568,1568
1601,"Minor Smite",DirectDamage,3.0,0,0,14.0,15,1601,1601
1602,"Lesser Smite",DirectDamage,3.0,0,0,20.0,15,1602,1602
1603,Smite,DirectDamage,3.0,0,0,26.0,15,1603,1603
1604,"Major Smite",DirectDamage,3.0,0,0,34.0,15,1604,1604
1605,"Greater Smite",DirectDamage,3.0,0,0,43.0,15,1605,1605
1606,"Minor Judgement",DirectDamage,3.0,0,0,54.0,15,1606,1606
1607,"Lesser Judgement",DirectDamage,3.0,0,0,71.0,15,1607,1607
1608,Judgement,DirectDamage,3.0,0,0,88.0,15,1608,1608
1609,"Greater Judgement",DirectDamage,3.0,0,0,108.0,15,1609,1609
1610,"Supreme Judgement",DirectDamage,3.0,0,0,127.0,15,1610,1610
1611,"Stunning Flash",Stun,2.5,3,0,0.0,15,1611,1611
1612,"Stunning Flare",Stun,2.5,5,0,0.0,15,1612,1612
1613,"Stunning Glare",Stun,2.5,6,0,0.0,15,1613,1613
1614,"Stunning Halo",Stun,2.5,8,0,0.0,15,1614,1614
1615,"Stunning Aura",Stun,2.5,9,0,0.0,15,1615,1615
1651,"Hammer of Faith",DamageAdd,3.0,1200,0,1.0,15,1651,1651
1652,"Hammer of the Pious",DamageAdd,3.0,1200,0,1.6,15,1652,1652
1653,"Hammer of Devotion",DamageAdd,3.0,1200,0,2.7,15,1653,1653
1654,"Hammer of Grace",DamageAdd,3.0,1200,0,3.7,15,1654,1654
1655,"Hammer of Justice",DamageAdd,3.0,1200,0,4.6,15,1655,1655
1656,"Hammer of Zeal",DamageAdd,3.0,1200,0,5.8,15,1656,1656
1657,"Hammer of the Martyr",DamageAdd,3.0,1200,0,7.3,15,1657,1657
1658,"Hammer of Holiness",DamageAdd,3.0,1200,0,9.2,15,1658,1658
1659,"Hammer of the Sanctified",DamageAdd,3.0,1200,0,11.3,15,1659,1659
1661,"Drive Evil",DirectDamage,0.0,0,20,17.0,15,1661,1661
1662,"Repel Evil",DirectDamage,0.0,0,20,28.0,15,1662,1662
1663,"Repulse Evil",DirectDamage,0.0,0,20,45.0,15,1663,1663
1664,"Dispel Evil",DirectDamage,0.0,0,20,57.0,15,1664,1664
1665,"Banish Evil",DirectDamage,0.0,0,20,82.0,15,1665,1665
1666,"Annihilate Evil",DirectDamage,0.0,0,20,118.0,15,1666,1666
1671,"Holy Anger",DirectDamage,3.0,0,0,20.0,15,1671,1671
1672,"Greater Holy Anger",DirectDamage,3.0,0,0,32.0,15,1672,1672
1673,"Holy Rage",DirectDamage,3.0,0,0,44.0,15,1673,1673
1674,"Greater Holy Rage",DirectDamage,3.0,0,0,60.0,15,1674,1674
1675,"Holy Wrath",DirectDamage,3.0,0,0,75.0,15,1675,1675
1676,"Greater Holy Wrath",DirectDamage,3.0,0,0,99.0,15,1676,1676
1677,"Holy Fury",DirectDamage,3.0,0,0,145.0,15,1677,1677
1678,"Greater Holy Fury",DirectDamage,3.0,0,0,176.0,15,1678,1678
1681,"Heavenly Visions",Mesmerize,0.0,9,300,0.0,15,1681,1681
1682,"Heavenly Images",Mesmerize,0.0,11,300,0.0,15,1682,1681
1683,"Heavenly Mirage",Mesmerize,0.0,15,300,0.0,15,1683,1681
1684,"Heavenly Dreams",Mesmerize,0.0,19,300,0.0,15,1684,1681
1685,"Heavenly Imagination",Mesmerize,0.0,25,300,0.0,15,1685,1681
1686,Theophany,Mesmerize,0.0,30,300,0.0,15,1686,1681
1691,"Heavenly Strike",DirectDamage,4.0,0,0,26.0,15,1691,1691
1692,"Heavenly Blast",DirectDamage,4.0,0,0,51.0,15,1692,1692
1693,"Heavenly Bolt",DirectDamage,4.0,0,0,76.0,15,1693,1693
1694,"Heavenly Force",DirectDamage,4.0,0,0,102.0,15,1694,1694
1695,"Heavenly Detonation",DirectDamage,4.0,0,0,127.0,15,1695,1695
1701,"Shield of Faith",SpecArmorFactorBuff,4.0,1200,0,0.0,0,1701,1701
1702,"Shield of Piety",SpecArmorFactorBuff,4.0,1200,0,0.0,0,1702,1702
1703,"Shield of Devotion",SpecArmorFactorBuff,4.0,1200,0,0.0,0,1703,1703
1704,"Shield of Grace",SpecArmorFactorBuff,4.0,1200,0,0.0,0,1704,1704
1705,"Shield of Justice",SpecArmorFactorBuff,4.0,1200,0,0.0,0,1705,1705
1706,"Shield of Zeal",SpecArmorFactorBuff,4.0,1200,0,0.0,0,1706,1706
1707,"Shield of Holiness",SpecArmorFactorBuff,4.0,1200,0,0.0,0,1708,1707
1708,"Shield of the Sanctified",SpecArmorFactorBuff,4.0,1200,0,0.0,0,1708,1708
1711,"Saint's Vigor",EnduranceRegenBuff,0.0,5,0,0.0,0,1711,1711
1712,"Saint's Energy",FatigueConsumptionBuff,3.0,1200,0,0.0,0,1712,1712
1713,"Saint's Stamina",FatigueConsumptionBuff,3.0,1200,0,0.0,0,1713,1713
1714,"Saint's Persistence",FatigueConsumptionBuff,3.0,1200,0,0.0,0,1714,1714
1715,"Saint's Tenacity",FatigueConsumptionBuff,3.0,1200,0,0.0,0,1715,1715
1721,"Speed of the Angel",CombatSpeedBuff,0.0,30,180,0.0,0,1721,1721
1722,"Haste of the Angel",CombatSpeedBuff,0.0,30,180,0.0,0,1722,1722
1723,"Alacrity of the Angel",CombatSpeedBuff,0.0,30,180,0.0,0,1723,1723
1724,"Speed of the Archangel",CombatSpeedBuff,0.0,30,180,0.0,0,1724,1724
1725,"Haste of the Archangel",CombatSpeedBuff,0.0,30,180,0.0,0,1725,1725
1726,"Alacrity of the Archangel",CombatSpeedBuff,0.0,30,180,0.0,0,1726,1726
1727,"Alacrity of the Heavenly Host",CombatSpeedBuff,0.0,30,180,0.0,0,1727,1727
1731,"Resilience of the Wanderer",HeatResistBuff,3.0,1200,0,0.0,0,1731,1731
1732,"Fortitude of the Wanderer",HeatResistBuff,3.0,1200,0,0.0,0,1732,1732
1733,"Piety of the Wanderer",HeatResistBuff,3.0,1200,0,0.0,0,1733,1733
1734,"Hearth's Blessing",ColdResistBuff,3.0,1200,0,0.0,0,1734,1734
1735,"Hearth's Benison",ColdResistBuff,3.0,1200,0,0.0,0,1735,1735
1736,"Hearth's Gift",ColdResistBuff,3.0,1200,0,0.0,0,1736,1736
1737,"Attunement to Creation",MatterResistBuff,3.0,1200,0,0.0,0,1737,1737
1738,"Blessing of Creation",MatterResistBuff,3.0,1200,0,0.0,0,1738,1738
1739,"Oneness with Creation",MatterResistBuff,3.0,1200,0,0.0,0,1739,1739
1740,"Blessing of Resilience",ArmorAbsorptionBuff,3.0,1200,0,0.0,0,1740,1740
1741,"Blessing of Absorption",ArmorAbsorptionBuff,3.0,1200,0,0.0,0,1741,1741
1742,"Blessing of Dissipation",ArmorAbsorptionBuff,3.0,1200,0,0.0,0,1742,1742
1751,Tease,Taunt,0.0,0,30,0.0,10,1751,1751
1752,Annoy,Taunt,0.0,0,30,0.0,10,1752,1752
1753,Inflame,Taunt,0.0,0,30,0.0,10,1753,1753
1754,Incense,Taunt,0.0,0,30,0.0,10,1754,1754
1761,Readiness,DexterityQuicknessBuff,3.0,1200,0,0.0,0,1761,1761
1762,Coordination,DexterityQuicknessBuff,3.0,1200,0,0.0,0,1762,1762
1763,Agility,DexterityQuicknessBuff,3.0,1200,0,0.0,0,1763,1763
1764,Precision,DexterityQuicknessBuff,3.0,1200,0,0.0,0,1764,1764
1765,Gracefulness,DexterityQuicknessBuff,3.0,1200,0,0.0,0,1765,1765
1766,Fluidity,DexterityQuicknessBuff,3.0,1200,0,0.0,0,1766,1766
1767,"Constrict Spirit",SpeedDecrease,0.0,20,0,0.0,15,873,873
2145,"Pet Lifetap",Lifedrain,0.0,0,0,92.7,10,2145,2145
2165,"Pet Stun",Stun,0.0,4,0,0.0,0,2132,2165
2175,"Pet Bladeturn",Bladeturn,0.0,65535,20,0.0,0,2175,2175
2430,"Speed of the Realm",SpeedEnhancement,0.0,600,0,0.0,0,2430,2430
2431,"Strength of the Realm",StrengthBuff,0.0,1800,0,0.0,0,1457,1457
2435,"Resurrection Illness",PveResurrectionIllness,0.0,60,0,0.0,0,2435,3421
2501,"Minor Dusk Dart",DirectDamage,2.6,0,0,5.0,11,2501,2501
2502,"Dusk Dart",DirectDamage,2.6,0,0,9.0,11,2502,2502
2503,"Major Dusk Dart",DirectDamage,2.6,0,0,13.0,11,2503,2503
2504,"Greater Dusk Dart",DirectDamage,2.6,0,0,21.0,11,2504,2504
2505,"Minor Gloom Blast",DirectDamage,2.6,0,0,33.0,11,2505,2505
2506,"Gloom Blast",DirectDamage,2.6,0,0,45.0,11,2506,2506
2507,"Greater Gloom Blast",DirectDamage,2.6,0,0,57.0,11,2507,2507
2508,"Murk Blast",DirectDamage,2.6,0,0,73.0,11,2508,2508
2509,"Greater Murk Blast",DirectDamage,2.6,0,0,96.0,11,2509,2509
2510,"Shadow Blast",DirectDamage,2.6,0,0,120.0,11,2510,2510
2511,"Greater Shadow Blast",DirectDamage,2.6,0,0,155.0,11,2511,2511
2512,"Obsidian Strike",DirectDamage,2.6,0,0,179.0,11,2511,2511
2521,"Blanket of Darkness",DexterityDebuff,0.0,60,5,0.0,10,2521,2521
2522,"Screen of Darkness",DexterityDebuff,0.0,60,5,0.0,10,2522,2522
2523,"Envelope of Darkness",DexterityDebuff,0.0,60,5,0.0,10,2523,2523
2524,"Globe of Darkness",DexterityDebuff,0.0,60,5,0.0,10,2524,2524
2525,"Field of Darkness",DexterityDebuff,0.0,60,5,0.0,10,2525,2525
2526,"Wrap of Darkness",DexterityDebuff,0.0,60,5,0.0,10,2526,2526
2527,"Veil of Darkness",DexterityDebuff,0.0,60,5,0.0,10,2527,2527
2528,"Shroud of Darkness",DexterityDebuff,0.0,60,5,0.0,10,2528,2528
2551,"Rune of Discomfort",DamageAdd,4.0,1200,0,1.8,10,2551,2551
2552,"Rune of Injury",DamageAdd,4.0,1200,0,3.1,10,2552,2552
2553,"Rune of Hurt",DamageAdd,4.0,1200,0,4.6,10,2553,2553
2554,"Rune of Pain",DamageAdd,4.0,1200,0,5.8,10,2554,2554
2555,"Rune of Agony",DamageAdd,4.0,1200,0,7.3,10,2555,2555
2556,"Rune of Misery",DamageAdd,4.0,1200,0,9.0,10,2556,2556
2557,"Rune of Torment",DamageAdd,4.0,1200,0,11.1,10,2557,2557
2561,"Rune of Dusk",DirectDamage,2.8,0,0,5.0,11,2561,2561
2562,"Greater Rune of Dusk",DirectDamage,2.8,0,0,16.0,11,2562,2562
2563,"Rune of Pitch",DirectDamage,2.8,0,0,31.0,11,2563,2563
2564,"Greater Rune of Pitch",DirectDamage,2.8,0,0,46.0,11,2564,2564
2565,"Rune of Murk",DirectDamage,2.8,0,0,62.0,11,2565,2565
2566,"Greater Rune of Murk",DirectDamage,2.8,0,0,81.0,11,2566,2566
2567,"Rune of Obscurity",DirectDamage,2.8,0,0,108.0,11,2567,2567
2568,"Greater Rune of Obscurity",DirectDamage,2.8,0,0,137.0,11,2568,2568
2569,"Rune of Shadow",DirectDamage,2.8,0,0,173.0,11,2569,2569
2570,"Greater Rune of Shadow",DirectDamage,2.8,0,0,219.0,11,2570,2570
2571,"Minor Raven Bolt",DirectDamageWithDebuff,3.0,60,20,16.0,11,2571,2571
2572,"Lesser Raven Bolt",DirectDamageWithDebuff,3.0,60,20,32.0,11,2572,2572
2573,"Raven Bolt",DirectDamageWithDebuff,3.0,60,20,44.0,11,2573,2573
2574,"Major Raven Bolt",DirectDamageWithDebuff,3.0,60,20,60.0,11,2574,2574
2575,"Greater Raven Bolt",DirectDamageWithDebuff,3.0,60,20,79.0,11,2575,2575
2576,"Superior Raven Bolt",DirectDamageWithDebuff,3.0,60,20,107.0,11,2576,2576
2577,"Munin's Claw",DirectDamageWithDebuff,3.0,60,20,139.0,11,2577,2577
2578,"Hugin's Claw",DirectDamageWithDebuff,3.0,60,20,175.0,11,2578,2578
2581,"Raven Drove",DirectDamageWithDebuff,3.0,60,20,28.0,11,2581,2581
2582,"Raven Flock",DirectDamageWithDebuff,3.0,60,20,40.0,11,2582,2582
2583,"Raven Horde",DirectDamageWithDebuff,3.0,60,20,56.0,11,2583,2583
2584,"Raven Throng",DirectDamageWithDebuff,3.0,60,20,72.0,11,2584,2584
2585,"Raven Host",DirectDamageWithDebuff,3.0,60,20,90.0,11,2585,2585
2586,"Raven Cloud",DirectDamageWithDebuff,3.0,60,20,112.0,11,2586,2586
2587,"Raven Legion",DirectDamageWithDebuff,3.0,60,20,140.0,11,2587,2587
2601,"Dampen Lifeforce",Lifedrain,2.5,0,0,4.0,11,2601,2601
2602,"Muffle Lifeforce",Lifedrain,2.5,0,0,13.0,11,2602,2602
2603,"Smother Lifeforce",Lifedrain,2.5,0,0,26.0,11,2603,2603
2604,"Mute Lifeforce",Lifedrain,2.5,0,0,39.0,11,2604,2604
2605,"Stifle Lifeforce",Lifedrain,2.5,0,0,51.0,11,2605,2605
2606,"Suppress Lifeforce",Lifedrain,2.5,0,0,68.0,11,2606,2606
2607,"Silence Lifeforce",Lifedrain,2.5,0,0,90.0,11,2607,2607
2608,"Hush Lifeforce",Lifedrain,2.5,0,0,114.0,11,2608,2608
2609,"Abolish Lifeforce",Lifedrain,2.5,0,0,144.0,11,2609,2609
2610,"Extinguish Lifeforce",Lifedrain,2.5,0,0,183.0,11,2610,2610
2611,"Gloom Wave",Mesmerize,2.0,9,0,0.0,11,2611,2611
2612,"Murk Wave",Mesmerize,2.0,10,0,0.0,11,2612,2612
2613,"Dusk Wave",Mesmerize,2.0,11,0,0.0,11,2613,2613
2614,"Shadow Wave",Mesmerize,2.0,12,0,0.0,11,2614,2614
2615,"Dark Wave",Mesmerize,2.0,15,0,0.0,11,2615,2615
2616,"Night Wave",Mesmerize,2.0,17,0,0.0,11,2616,2616
2617,"Black Wave",Mesmerize,2.0,20,0,0.0,11,2617,2617
2618,"Pitch Wave",Mesmerize,2.0,24,0,0.0,11,2618,2618
2619,"Umbral Wave",Mesmerize,2.0,29,0,0.0,11,2619,2619
2621,"Cover Eyes",DexterityQuicknessDebuff,0.0,60,5,0.0,11,2621,2621
2622,"Dull Sight",DexterityQuicknessDebuff,0.0,60,5,0.0,11,2622,2622
2623,"Obscure View",DexterityQuicknessDebuff,0.0,60,5,0.0,11,2623,2623
2624,"Darken Vision",DexterityQuicknessDebuff,0.0,60,5,0.0,11,2624,2624
2625,"Ban Sight",DexterityQuicknessDebuff,0.0,60,5,0.0,11,2625,2625
2626,"Curse of Blindness",DexterityQuicknessDebuff,0.0,60,5,0.0,11,2626,2626
2627,"Greater Curse of Blindness",DexterityQuicknessDebuff,0.0,60,5,0.0,11,2627,2627
2631,"Dampen Health",BodyResistDebuff,2.0,30,0,0.0,10,2631,2631
2632,"Suppress Health",BodyResistDebuff,2.0,30,0,0.0,10,2632,2632
2633,"Extinguish Health",BodyResistDebuff,2.0,30,0,0.0,10,2633,2633
2634,"Dampen Spirit",SpiritResistDebuff,2.0,30,0,0.0,15,2634,2634
2635,"Suppress Spirit",SpiritResistDebuff,2.0,30,0,0.0,15,2635,2635
2636,"Extinguish Spirit",SpiritResistDebuff,2.0,30,0,0.0,15,2636,2636
2637,"Dampen Capacity",EnergyResistDebuff,2.0,30,0,0.0,12,2637,2637
2638,"Suppress Capacity",EnergyResistDebuff,2.0,30,0,0.0,12,2638,2638
2639,"Extinguish Capacity",EnergyResistDebuff,2.0,30,0,0.0,12,2639,2639
2640,"Shroud of Gloom",Mesmerize,3.0,18,0,0.0,11,2640,2640
2641,"Shroud of Shadow",Mesmerize,3.0,23,0,0.0,11,2641,2641
2642,"Shroud of Pitch",Mesmerize,3.0,28,0,0.0,11,2642,2642
2643,"Umbral Shroud",Mesmerize,3.0,33,0,0.0,11,2643,2643
2651,"Lessen Strength",StrengthDebuff,0.0,60,5,0.0,10,2651,2651
2652,"Diffuse Strength",StrengthDebuff,0.0,60,5,0.0,10,2652,2652
2653,"Disperse Strength",StrengthDebuff,0.0,60,5,0.0,10,2653,2653
2654,"Suppress Strength",StrengthDebuff,0.0,60,5,0.0,10,2654,2654
2655,"Quell Strength",StrengthDebuff,0.0,60,5,0.0,10,2655,2655
2656,"Abolish Strength",StrengthDebuff,0.0,60,5,0.0,10,2656,2656
2657,"Extinguish Strength",StrengthDebuff,0.0,60,5,0.0,10,2657,2657
2658,"Annihilate Strength",StrengthDebuff,0.0,60,5,0.0,10,2658,2658
2661,"Minor Magic Shield",BaseArmorFactorBuff,3.0,1200,0,0.0,0,2661,2661
2662,"Lesser Magic Shield",BaseArmorFactorBuff,3.0,1200,0,0.0,0,2662,2662
2663,"Magic Shield",BaseArmorFactorBuff,3.0,1200,0,0.0,0,2663,2663
2664,"Major Magic Shield",BaseArmorFactorBuff,3.0,1200,0,0.0,0,2664,2664
2665,"Greater Magic Shield",BaseArmorFactorBuff,3.0,1200,0,0.0,0,2665,2665
2666,"Superior Magic Shield",BaseArmorFactorBuff,3.0,1200,0,0.0,0,2666,2666
2667,"Suppressive Barrier",BaseArmorFactorBuff,3.0,1200,0,0.0,0,2667,2667
2668,"Major Suppressive Barrier",BaseArmorFactorBuff,3.0,1200,0,0.0,0,2668,2668
2669,"Greater Suppressive Barrier",BaseArmorFactorBuff,3.0,1200,0,0.0,0,2669,2669
2670,"Superior Suppressive Barrier",BaseArmorFactorBuff,3.0,1200,0,0.0,0,2670,2670
2671,"Lessen Movement",SpeedDecrease,2.5,9,0,0.0,10,2671,2671
2672,"Diffuse Movement",SpeedDecrease,2.5,13,0,0.0,10,2672,2672
2673,"Disperse Movement",SpeedDecrease,2.5,23,0,0.0,10,2673,2673
2674,"Suppress Movement",SpeedDecrease,2.5,31,0,0.0,10,2674,2674
2675,"Quell Movement",SpeedDecrease,2.5,41,0,0.0,10,2675,2675
2676,"Abolish Movement",SpeedDecrease,2.5,48,0,0.0,10,2676,2676
2677,"Extinguish Movement",SpeedDecrease,2.5,61,0,0.0,10,2677,2677
2678,"Annihilate Movement",SpeedDecrease,2.5,73,0,0.0,10,2678,2678
2681,"Magical Buffer",ArmorAbsorptionBuff,3.0,1200,0,0.0,0,2681,2681
2682,"Suppressive Buffer",ArmorAbsorptionBuff,3.0,1200,0,0.0,0,2682,2682
2701,"Minor Entrapping Rune",DamageSpeedDecrease,3.0,30,0,5.0,12,2701,2701
2702,"Lesser Entrapping Rune",DamageSpeedDecrease,3.0,30,0,21.0,12,2702,2702
2703,"Entrapping Rune",DamageSpeedDecrease,3.0,30,0,37.0,12,2703,2703
2704,"Lesser Tangling Rune",DamageSpeedDecrease,3.0,30,0,49.0,12,2704,2704
2705,"Tangling Rune",DamageSpeedDecrease,3.0,30,0,64.0,12,2705,2705
2706,"Lesser Snaring Rune",DamageSpeedDecrease,3.0,30,0,85.0,12,2706,2706
2707,"Snaring Rune",DamageSpeedDecrease,3.0,30,0,120.0,12,2707,2707
2708,"Lesser Rune of Mazing",DamageSpeedDecrease,3.0,30,0,148.0,12,2708,2708
2709,"Rune of Mazing",DamageSpeedDecrease,3.0,30,0,179.0,12,2709,2709
2711,"Hugin's Affliction",Confusion,3.5,60,0,0.0,12,2711,2711
2712,"Hugin's Malison",Confusion,3.5,60,0,0.0,12,2712,2712
2713,"Hugin's Curse",Confusion,3.5,60,0,0.0,12,2713,2713
2714,"Hugin's Vex",Confusion,3.5,60,0,0.0,12,2714,2714
2715,"Hugin's Damnation",Confusion,3.5,60,0,0.0,12,2715,2715
2716,"Hugin's Vilification",Confusion,3.5,60,0,0.0,12,2716,2716
2717,"Hugin's Malediction",Confusion,3.5,60,0,0.0,12,2717,2717
2721,"Runic Ward",Bladeturn,4.0,65535,0,0.0,0,2721,2721
2722,"Runic Fend",Bladeturn,4.0,65535,0,0.0,0,2722,2722
2723,"Runic Shield",Bladeturn,4.0,65535,0,0.0,0,2723,2723
2724,"Runic Guard",Bladeturn,4.0,10,0,0.0,0,2724,2724
2725,"Runic Barrier",Bladeturn,4.0,8,0,0.0,0,2725,2725
2726,"Runic Wall",Bladeturn,4.0,6,0,0.0,0,2726,2726
2731,"Suppress Sight",Nearsight,2.0,120,0,0.0,12,2731,2731
2732,"Suppress Vision",Nearsight,2.0,120,0,0.0,12,2732,2732
2733,"Suppress View",Nearsight,2.0,120,0,0.0,12,2733,2733
2734,"Diminish Sight",Nearsight,2.0,120,0,0.0,12,2734,2734
2735,"Diminish Vision",Nearsight,2.0,120,0,0.0,12,2735,2735
2741,"Field of Suppression",DamageSpeedDecrease,3.0,30,0,22.0,12,2741,2741
2742,"Field of Slackening",DamageSpeedDecrease,3.0,30,0,40.0,12,2742,2742
2743,"Field of Entrapping",DamageSpeedDecrease,3.0,30,0,56.0,12,2743,2743
2744,"Field of Snaring",DamageSpeedDecrease,3.0,30,0,78.0,12,2744,2744
2745,"Field of Tangling",DamageSpeedDecrease,3.0,30,0,102.0,12,2745,2745
2746,"Field of Mazing",DamageSpeedDecrease,3.0,30,0,130.0,12,2746,2746
2751,"Scatter Fervor",CombatSpeedDebuff,0.0,42,5,0.0,15,2751,2751
2752,"Diffuse Fervor",CombatSpeedDebuff,0.0,45,5,0.0,15,2752,2752
2753,"Disperse Fervor",CombatSpeedDebuff,0.0,51,5,0.0,15,2753,2753
2754,"Dissipate Fervor",CombatSpeedDebuff,0.0,58,5,0.0,15,2754,2754
2755,"Scatter Zeal",CombatSpeedDebuff,0.0,70,5,0.0,15,2755,2755
2756,"Diffuse Zeal",CombatSpeedDebuff,0.0,82,5,0.0,15,2756,2756
2757,"Disperse Zeal",CombatSpeedDebuff,0.0,96,5,0.0,15,2757,2757
2758,"Dissipate Zeal",CombatSpeedDebuff,0.0,114,5,0.0,15,2758,2758
2761,"Weaken Strength",StrengthConstitutionDebuff,0.0,60,5,0.0,15,2761,2761
2762,"Attenuate Strength",StrengthConstitutionDebuff,0.0,60,5,0.0,15,2762,2762
2763,"Undermine Strength",StrengthConstitutionDebuff,0.0,60,5,0.0,15,2763,2763
2764,"Enfeeble Strength",StrengthConstitutionDebuff,0.0,60,5,0.0,15,2764,2764
2765,"Impair Strength",StrengthConstitutionDebuff,0.0,60,5,0.0,15,2765,2765
2766,"Debilitate Strength",StrengthConstitutionDebuff,0.0,60,5,0.0,15,2766,2766
2767,"Emasculate Strength",StrengthConstitutionDebuff,0.0,60,5,0.0,15,2767,2767
2771,"Cripple Spirit",Mesmerize,3.0,16,0,0.0,15,2771,2771
2772,"Hold Spirit",Mesmerize,3.0,20,0,0.0,15,2772,2772
2773,"Pin Spirit",Mesmerize,3.0,28,0,0.0,15,2773,2773
2774,"Lock Spirit",Mesmerize,3.0,34,0,0.0,15,2774,2774
2775,"Immobilize Spirit",Mesmerize,3.0,46,0,0.0,15,2775,2775
2776,"Disable Spirit",Mesmerize,3.0,55,0,0.0,15,2776,2776
2777,"Paralyze Spirit",Mesmerize,3.0,67,0,0.0,15,2777,2777
2778,"Petrify Spirit",Mesmerize,3.0,80,0,0.0,15,2778,2778
2781,"Spirit Flow",LifeTransfer,3.0,0,0,0.0,0,2781,2781
2782,"Spirit Wave",LifeTransfer,3.0,0,0,0.0,0,2782,2782
2783,"Spirit Flux",LifeTransfer,3.0,0,0,0.0,0,2783,2783
2784,"Spirit Fount",LifeTransfer,3.0,0,0,0.0,0,2784,2784
2785,"Spirit Flood",LifeTransfer,3.0,0,0,0.0,0,2785,2785
2786,"Spirit Surge",LifeTransfer,3.0,0,0,0.0,0,2786,2786
2787,"Spirit Confluence",LifeTransfer,3.0,0,0,0.0,0,2787,2787
2791,"Soul Dissipation",DirectDamage,2.5,0,0,59.0,15,2791,2791
2792,"Soul Dispersal",DirectDamage,2.5,0,0,96.0,15,2792,2792
2793,"Soul Blast",DirectDamage,2.5,0,0,133.0,15,2793,2793
2794,"Soul Explosion",DirectDamage,2.5,0,0,176.0,15,2794,2794
2795,"Soul Banish",DirectDamage,2.5,0,0,228.0,15,2795,2795
2796,"Soul Destruction",DirectDamage,2.5,0,0,273.0,15,2796,2796
2797,"Soul Annihilation",DirectDamage,2.5,0,0,331.0,15,2797,2797
2798,"Spirit Purge",CureMezz,3.0,0,0,0.0,0,2798,2798
2801,"Summon Spirit Fighter",SummonSpiritFighter,6.0,65535,0,-88.0,0,2801,2801
2802,"Summon Spirit Soldier",SummonSpiritFighter,6.0,65535,0,-88.0,0,2802,2802
2803,"Summon Spirit Swordsman",SummonSpiritFighter,6.0,65535,0,-88.0,0,2803,2803
2804,"Summon Spirit Warrior",SummonSpiritFighter,6.0,65535,0,-88.0,0,2804,2804
2805,"Summon Spirit Champion",SummonSpiritFighter,6.0,65535,0,-88.0,0,2805,2805
2811,"Renew Spirit",Heal,3.0,0,0,0.0,0,2811,2811
2812,"Recover Spirit",Heal,3.0,0,0,0.0,0,2812,2812
2813,"Refresh Spirit",Heal,3.0,0,0,0.0,0,2813,2813
2814,"Reconstitute Spirit",Heal,3.0,0,0,0.0,0,2814,2814
2815,"Replenish Spirit",Heal,3.0,0,0,0.0,0,2815,2815
2816,"Rejuvenate Spirit",Heal,3.0,0,0,0.0,0,2816,2816
2817,"Restore Spirit",Heal,3.0,0,0,0.0,0,2817,2817
2818,"Regenerate Spirit",Heal,3.0,0,0,0.0,0,2818,2818
